"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"C790","10","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e alíquota do ICMS..","N","","","float","","","02","","O","",""
"C790","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","char","","","","","OC","True",""
"C800","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002","","char","","","","","O","",""
"C800","3","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002","","int","","","","","O","",""
"C800","4","NUM_CFE","Número do Cupom Fiscal Eletrônico","N","006","","int","","","","","O","",""
"C800","5","DT_DOC","Data da emissão do Cupom Fiscal Eletrônico","N","008","","date","","","","","O","",""
"C800","6","VL_CFE","Valor total do Cupom Fiscal Eletrônico","N","","","float","","","02","","O","",""
"C800","7","VL_PIS","Valor total do PIS","N","","","float","","","02","","OC","True",""
"C800","8","VL_COFINS","Valor total da COFINS","N","","","float","","","02","","OC","True",""
"C800","9","CNPJ_CPF","CNPJ ou CPF do destinatário","N","14","","int","","","","","OC","True",""
"C800","10","NR_SAT","Número de Série do equipamento SAT","N","009","","int","","","","","O","",""
"C800","11","CHV_CFE","Chave do Cupom Fiscal Eletrônico","N","044","","int","","","","","O","",""
"C800","12","VL_DESC","Valor total de descontos","N","","","float","","","02","","O","",""
"C800","13","VL_MERC","Valor total das mercadorias e serviços","N","","","float","","","02","","O","",""
"C800","14","VL_OUT_DA","Valor total de outras despesas acessórias e acréscimos","N","","","float","","","02","","O","",""
"C800","15","VL_ICMS","Valor do ICMS","N","","","float","","","02","","O","",""
"C800","16","VL_PIS_ST","Valor total do PIS retido por subst. trib.","N","","","float","","","02","","O","",""
"C800","17","VL_COFINS_ST","Valor total da COFINS retido por subst. trib.","N","","","float","","","02","","O","",""
"C810","2","NUM_ITEM","Número do item no documento fiscal","N","003","","int","","","","","O","",""
"C810","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C810","4","QTD","Quantidade do item","N","","","float","","","05","","O","",""
"C810","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C810","6","VL_ITEM","Valor total do item (mercadorias ou serviços)","N","","","float","","","02","","O","",""
"C810","7","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","int","","","","","O","",""
"C810","8","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C815","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","char","","","","","O","",""
"C815","3","QUANT_CONV","Quantidade do item","N","","","float","","","06","","O","",""
"C815","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","","","","O","",""
"C815","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","O","",""
"C815","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","","","float","","","06","","OC","True",""
"C815","7","VL_UNIT_ICMS_OP_CONV","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C815","8","VL_UNIT_ICMS_OP_ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","06","","OC","True",""
"C815","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","06","","OC","True",""
"C850","2","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003","","int","","","","","O","",""
"C850","3","CFOP","Código Fiscal de Operação e Prestação do agrupamento de itens","N","004","","int","","","","","O","",""
"C850","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C850","5","VL_OPR","“Valor total do CF-e” na combinação de CST_ICMS, CFOP e alíquota do ICMS, correspondente ao somatório do valor líquido dos itens.","N","","","float","","","02","","O","",""
"C850","6","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP, e alíquota do ICMS.","N","","","float","","","2","","O","",""
"C850","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C850","8","COD_OBS","Código da observação do lançamento fiscal (campo 02 do registro 0460)","C","006","","char","","","","","OC","True",""
"C860","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002","","char","","","","","O","",""
"C860","3","NR_SAT","Número de Série do equipamento SAT","N","009","","int","","","","","O","",""
"C860","4","DT_DOC","Data de emissão dos documentos fiscais","N","008","","date","","","","","O","",""
"C860","5","DOC_INI","Número do documento inicial","N","006","","int","","","","","O","",""
"C860","6","DOC_FIM","Número do documento final","N","006","","int","","","","","O","",""
"C870","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"C870","3","QTD","Quantidade do item","N","","","float","","","05","","O","",""
"C870","4","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","char","","","","","O","",""
"C870","5","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","int","","","","","O","",""
"C870","6","CFOP","Código Fiscal de Operação e Prestação","N","004*","","int","","","","","O","",""
"C880","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","char","","","","","O","",""
"C880","3","QUANT_CONV","Quantidade do item","N","","","float","","","06","","O","",""
"C880","4","UNID","Unidade adotada para informar o campo QUANT_CONV.","","","","","","","","","O","",""
"C880","5","VL_UNIT_CONV","Valor unitário da mercadoria, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","03","","O","",""
"C880","6","VL_UNIT_ICMS_NA_OPERACAO_CONV","Valor unitário para o ICMS na operação, caso não houvesse a ST, considerando unidade utilizada para informar o campo “QUANT_CONV”, aplicando-se a mesma redução da base de cálculo do ICMS ST na tributação, se houver.","N","","","float","","","03","","OC","True",""
"C880","7","VL_UNIT_ICMS_OP_CONV","Valor unitário correspondente ao ICMS OP utilizado no cálculo do ressarcimento / restituição, no desfazimento da substituição tributária, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","03","","OC","True",""
"C880","8","VL_UNIT_ICMS_OP_ESTOQUE_CONV","Valor médio unitário do ICMS que o contribuinte teria se creditado referente à operação de entrada das mercadorias em estoque caso estivesse submetida ao regime comum de tributação, calculado conforme a legislação de cada UF, considerando a unidade utilizada para informar o campo “QUANT_CONV”","N","","","float","","","03","","OC","True",""
"C880","9","VL_UNIT_ICMS_ST_ESTOQUE_CONV","Valor médio unitário do ICMS ST, incluindo FCP ST, das mercadorias em estoque, considerando unidade utilizada para informar o campo “QUANT_CONV”.","N","","","float","","","03","","OC","True",""
"C890","2","CST_ICMS","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1","N","003","","int","","","","","O","",""
"C890","3","CFOP","Código Fiscal de Operação e Prestação do agrupamento de itens","N","004","","int","","","","","O","",""
"C890","4","ALIQ_ICMS","Alíquota do ICMS","N","006","","float","","","02","","OC","True",""
"C890","5","VL_OPR","“Valor total do CF-e” na combinação de CST_ICMS, CFOP e ALÍQUOTA DO ICMS, correspondente ao somatório do valor líquido dos itens.","N","","","float","","","02","","O","",""
"C890","6","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS, referente à combinação de CST_ICMS, CFOP e ALÍQUOTA DO ICMS.","N","","","float","","","02","","O","",""
"C890","7","VL_ICMS","Parcela correspondente ao ""Valor do ICMS"" referente à combinação de CST_ICMS, CFOP e alíquota do ICMS.","N","","","float","","","02","","O","",""
"C890","8","COD_OBS","Código da observação do lançamento fiscal (campo 02 do registro 0460)","C","006","","char","","","","","OC","True",""
"C990","2","QTD_LIN_C","Quantidade total de linhas do Bloco C","N","","","int","","","","O","O","",""
"D001","2","IND_MOV","Indicador de movimento:","C","001","O","char","True","","","","","",""
"D100","2","IND_OPER","Indicador do tipo de operação: 0 - Aquisição; 1 - Prestação","C","001*","","char","","","","O","O","",""
"D100","3","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria; 1 - Terceiros","C","001*","","char","","","","O","O","",""
"D100","4","COD_PART","Código do participante (campo 02 do Registro 0150): - do prestador de serviço, no caso de aquisição de serviço; - do tomador do serviço, no caso de prestação de serviços.","C","060","","char","","","","O","O","",""
"D100","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","","char","","","","O","O","",""
"D100","6","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","","int","","","","O","O","",""
"D100","7","SER","Série do documento fiscal","C","004","","char","","","","OC","OC","True","True"
"D100","8","SUB","Subsérie do documento fiscal","C","003","","char","","","","OC","OC","True","True"
"D100","9","NUM_DOC","Número do documento fiscal","N","009","","int","","","","O","O","",""
"D100","10","CHV_CTE","Chave do Conhecimento de Transporte Eletrônico ou do Bilhete de Passagem Eletrônico","N","044*","","int","","","","OC","OC","True","True"
"D100","11","DT_DOC","Data da emissão do documento fiscal","N","008*","","date","","","","O","O","",""
"D100","12","DT_A_P","Data da aquisição ou da prestação do serviço","N","008*","","date","","","","O","OC","True",""
"D101","2","VL_FCP_UF_DEST","Valor total relativo ao Fundo de Combate à Pobreza (FCP) da UF de destino","N","","","float","","","02","O","O","",""
"D101","3","VL_ICMS_UF_DEST","Valor total do ICMS Interestadual para a UF de destino","N","","","float","","","02","O","O","",""
"D101","4","VL_ICMS_UF_REM","Valor total do ICMS Interestadual para a UF do remetente","N","","","float","","","02","O","O","",""
"D110","2","NUM_ITEM","Número sequencial do item no documento fiscal","N","003","","int","","","","","O","",""
"D110","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","char","","","","","O","",""
"D110","4","VL_SERV","Valor do serviço","N","","","float","","","02","","O","",""
"D110","5","VL_OUT","Outros valores","N","","","float","","","02","","OC","True",""
"D120","2","COD_MUN_ORIG","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)","N","007*","","int","","","","","O","",""
"D120","3","COD_MUN_DEST","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)","N","007*","","int","","","","","O","",""
"D120","4","VEIC_ID","Placa de identificação do veículo","C","007","","char","","","","","OC","True",""
"D120","5","UF_ID","Sigla da UF da placa do veículo","C","002","","char","","","","","OC","True",""
"D130","2","COD_PART_CONSG","Código do participante (campo 02 do Registro 0150): - consignatário, se houver","C","060","","char","","","","","OC","True",""
"D130","3","COD_PART_RED","Código do participante (campo 02 do Registro 0150): - redespachado, se houver","C","060","","char","","","","","OC","True",""
"D130","4","IND_FRT_RED","Indicador do tipo do frete da operação de redespacho: 0 – Sem redespacho; 1 - Por conta do emitente; 2 - Por conta do destinatário; 9 – Outros.","C","001*","","char","","","","","O","",""
"D130","5","COD_MUN_ORIG","Código do município de origem do serviço, conforme a tabela IBGE(Preencher com 9999999, se Exterior)","N","007*","","int","","","","","O","",""
"D130","6","COD_MUN_DEST","Código do município de destino, conforme a tabela IBGE(Preencher com 9999999, se Exterior)","N","007*","","int","","","","","O","",""
"D130","7","VEIC_ID","Placa de identificação do veículo","C","007","","char","","","","","OC","True",""
"D130","8","VL_LIQ_FRT","Valor líquido do frete","N","","","float","","","02","","O","",""
