"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"E112","3","NUM_PROC","char","","","","True","","","015","","C","OC","","","Número do processo ao qual o ajuste está vinculado, se houver"
"E112","4","IND_PROC","char","","","","True","","","001*","","C","OC","","","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros"
"E112","5","PROC","char","","","","True","","","","","C","OC","","","Descrição resumida do processo que embasou o lançamento"
"E112","6","TXT_COMPL","char","","","","True","","","","","C","OC","","","Descrição complementar"
"E113","2","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante (campo 02 do Registro 0150): - do emitente do documento ou do remetente das mercadorias, no caso de entradas; - do adquirente, no caso de saídas"
"E113","3","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"E113","4","SER","char","","","","True","","","004","","C","OC","","","Série do documento fiscal"
"E113","5","SUB","int","","","","True","","","003","","N","OC","","","Subsérie do documento fiscal"
"E113","6","NUM_DOC","int","True","","","","","","009","","N","O","","","Número do documento fiscal"
"E113","7","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão do documento fiscal"
"E113","8","COD_ITEM","char","","","","True","","","060","","C","OC","","","Código do item (campo 02 do Registro 0200)"
"E113","9","VL_AJ_ITEM","float","True","","","","","","","02","N","O","","","Valor do ajuste para a operação/item"
"E113","10","CHV_DOCe","int","","","","True","","","044*","","N","OC","","","Chave do Documento Eletrônico"
"E115","2","COD_INF_ADIC","char","True","","","","","","008*","","C","O","","","Código da informação adicional conforme tabela a ser definida pelas SEFAZ, conforme tabela definida no item 5.2."
"E115","3","VL_INF_ADIC","float","True","","","","","","","02","N","O","","","Valor referente à informação adicional"
"E115","4","DESCR_COMPL_AJ","char","","","","True","","","","","C","OC","","","Descrição complementar do ajuste"
"E116","2","COD_OR","char","True","","","","","","003*","","C","O","","","Código da obrigação a recolher, conforme a Tabela 5.4"
"E116","3","VL_OR","float","True","","","","","","","02","N","O","","","Valor da obrigação a recolher"
"E116","4","DT_VCTO","date","True","","","","","","008*","","N","O","","","Data de vencimento da obrigação"
"E116","5","COD_REC","char","True","","","","","","","","C","O","","","Código de receita referente à obrigação, próprio da unidade da federação, conforme legislação estadual."
"E116","6","NUM_PROC","char","","","","True","","","015","","C","OC","","","Número do processo ou auto de infração ao qual a"
"E116","7","IND_PROC","char","","","","True","","","001*","","C","OC","","","Indicador da origem do processo: 0- SEFAZ; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros"
"E116","8","PROC","char","","","","True","","","","","C","OC","","","Descrição resumida do processo que embasou o lançamento"
"E116","9","TXT_COMPL","char","","","","True","","","","","C","OC","","","Descrição complementar das obrigações a recolher."
"E116","10","MES_REF*","int","True","","","","","","006*","","N","O","","","Informe o mês de referência no formato “mmaaaa”"
"E200","2","UF","char","True","","","","","","002*","","C","O","","","Sigla da unidade da federação a que se refere a apuração do ICMS ST"
"E200","3","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial a que a apuração se refere"
"E200","4","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final a que a apuração se refere"
"E210","2","IND_MOV_ST","char","True","","","","","","001","","C","O","","","Indicador de movimento: 0 – Sem operações com ST 1 – Com operações de ST"
"E210","3","VL_SLD_CRED_ANT_ST","float","True","","","","","","","02","N","O","","","Valor do ""Saldo credor de período anterior – Substituição Tributária"""
"E210","4","VL_DEVOL_ST","float","True","","","","","","","02","N","O","","","Valor total do ICMS ST de devolução de mercadorias"
"E210","5","VL_RESSARC_ST","float","True","","","","","","","02","N","O","","","Valor total do ICMS ST de ressarcimentos"
"E210","6","VL_OUT_CRED_ST","float","True","","","","","","","02","N","O","","","Valor total de Ajustes ""Outros créditos ST"" e “Estorno de débitos ST”"
"E210","7","VL_AJ_CREDITOS_ST","float","True","","","","","","","02","N","O","","","Valor total dos ajustes a crédito de ICMS ST, provenientes de ajustes do documento fiscal."
"E210","8","VL_RETENÇAO_ST","float","True","","","","","","","02","N","O","","","Valor Total do ICMS retido por Substituição Tributária"
"E210","9","VL_OUT_DEB_ST","float","True","","","","","","","02","N","O","","","Valor Total dos ajustes ""Outros débitos ST"" "" e “Estorno de créditos ST”"
"E210","10","VL_AJ_DEBITOS_ST","float","True","","","","","","","02","N","O","","","Valor total dos ajustes a débito de ICMS ST, provenientes de ajustes do documento fiscal."
"E210","11","VL_SLD_DEV_ANT_ST","float","True","","","","","","","02","N","O","","","Valor total de Saldo devedor antes das deduções"
"E210","12","VL_DEDUÇÕES_ST","float","True","","","","","","","02","N","O","","","Valor total dos ajustes ""Deduções ST"""
"E210","13","VL_ICMS_RECOL_ST","float","True","","","","","","","02","N","O","","","Imposto a recolher ST (11-12)"
"E210","14","VL_SLD_CRED_ST_TRANSPORTAR","float","True","","","","","","","02","N","O","","","Saldo credor de ST a transportar para o período seguinte [(03+04+05+06+07)– (08+09+10)]."
"E210","15","DEB_ESP_ST","float","True","","","","","","","02","N","O","","","Valores recolhidos ou a recolher, extra- apuração."
"E220","2","COD_AJ_APUR","char","True","","","","","","008*","","C","O","","","Código do ajuste da apuração e dedução, conforme a Tabela indicada no item 5.1.1"
"E220","3","DESCR_COMPL_AJ","char","","","","True","","","","","C","OC","","","Descrição complementar do ajuste da apuração"
"E220","4","VL_AJ_APUR","float","True","","","","","","","02","N","O","","","Valor do ajuste da apuração"
"E230","2","NUM_DA","char","","","","True","","","","","C","OC","","","Número do documento de arrecadação estadual, se houver"
"E230","3","NUM_PROC","char","","","","True","","","015","","C","OC","","","Número do processo ao qual o ajuste está vinculado, se houver"
"E230","4","IND_PROC","int","","","","True","","","001*","","N","OC","","","Indicador da origem do processo: 0- Sefaz; 1- Justiça Federal; 2- Justiça Estadual; 9- Outros"
"E230","5","PROC","char","","","","True","","","","","C","OC","","","Descrição resumida do processo que embasou o lançamento"
"E230","6","TXT_COMPL","char","","","","True","","","","","C","OC","","","Descrição complementar"
"E240","2","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante (campo 02 do Registro 0150):"
"E240","3","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"E240","4","SER","char","","","","True","","","004","","C","OC","","","Série do documento fiscal"
"E240","5","SUB","int","","","","True","","","003","","N","OC","","","Subsérie do documento fiscal"
"E240","6","NUM_DOC","int","True","","","","","","009","","N","O","","","Número do documento fiscal"
"E240","7","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão do documento fiscal"
"E240","8","COD_ITEM","char","","","","True","","","060","","C","OC","","","Código do item (campo 02 do Registro 0200)"
"E240","9","VL_AJ_ITEM","float","True","","","","","","","02","N","O","","","Valor do ajuste para a operação/item"
"E240","10","CHV_DOCe","int","","","","True","","","044*","","N","OC","","","Chave do Documento Eletrônico"
"E250","2","COD_OR","char","True","","","","","","003*","","C","O","","","Código da obrigação a recolher, conforme a Tabela 5.4"
"E250","3","VL_OR","float","True","","","","","","","02","N","O","","","Valor da obrigação ICMS ST a recolher"
"E250","4","DT_VCTO","date","True","","","","","","008*","","N","O","","","Data de vencimento da obrigação"
"E250","5","COD_REC","char","True","","","","","","","","C","O","","","Código de receita referente à obrigação, próprio da unidade da federação do contribuinte substituído."
"E250","6","NUM_PROC","char","","","","True","","","015","","C","OC","","","Número do processo ou auto de infração ao qual a obrigação está vinculada, se houver"
"E250","7","IND_PROC","char","","","","True","","","001*","","C","OC","","","Indicador da origem do processo:"
"E250","8","PROC","char","","","","True","","","","","C","OC","","","Descrição resumida do processo que embasou o lançamento"
"E250","9","TXT_COMPL","char","","","","True","","","","","C","OC","","","Descrição complementar das obrigações a recolher"
"E250","10","MES_REF*","int","True","","","","","","006*","","N","O","","","Informe o mês de referência no formato “mmaaaa”"
"E300","2","UF","char","True","","","","","","002","","C","O","","","Sigla da unidade da federação a que se refere à apuração do FCP e do ICMS Diferencial de Alíquota da UF de Origem/Destino"
"E300","3","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial a que a apuração se refere"
"E300","4","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final a que a apuração se refere"
"E310","2","IND_MOV_FCP_DIFAL","char","True","","","","","","","","C","O","","","Indicador de movimento: 0 – Sem operações 1 – Com operações"
"E310","3","VL_SLD_CRED_ANT_DIFAL","float","True","","","","","","","02","N","O","","","Valor do ""Saldo credor de período anterior – ICMS Diferencial de Alíquota da UF de Origem/Destino"""
"E310","4","VL_TOT_DEBITOS_DIFAL","float","True","","","","","","","02","N","O","","","Valor total dos débitos por ""Saídas e prestações com débito do ICMS referente ao diferencial de alíquota devido à UF de Origem/Destino"""
"E310","5","VL_OUT_DEB_DIFAL","float","True","","","","","","","02","N","O","","","Valor total dos ajustes ""Outros débitos ICMS Diferencial de Alíquota da UF de Origem/Destino"" e “Estorno de créditos ICMS Diferencial de Alíquota da UF de Origem/Destino”"
"E310","6","VL_TOT_CREDITOS_DIFAL","float","True","","","","","","","02","N","O","","","Valor total dos créditos do ICMS referente ao diferencial de alíquota devido à UF de Origem/Destino"
"E310","7","VL_OUT_CRED_DIFAL","float","True","","","","","","","02","N","O","","","Valor total de Ajustes ""Outros créditos ICMS Diferencial de Alíquota da UF de Origem/Destino"" e “Estorno de débitos ICMS Diferencial de Alíquota da UF de Origem/Destino”"
"E310","8","VL_SLD_DEV_ANT_DIFAL","float","True","","","","","","","02","N","O","","","Valor total de “Saldo devedor ICMS Diferencial de Alíquota da UF de Origem/Destino antes das deduções”"
"E310","9","VL_DEDUÇÕES_DIFAL","float","True","","","","","","","02","N","O","","","Valor total dos ajustes ""Deduções ICMS Diferencial de Alíquota da UF de Origem/Destino"""
"E310","10","VL_RECOL_DIFAL","float","True","","","","","","","02","N","O","","","Valor recolhido ou a recolher referente ao ICMS Diferencial de Alíquota da UF de Origem/Destino (08- 09)"
"E310","11","VL_SLD_CRED_TRANSPORTAR_DIFAL","float","True","","","","","","","02","N","O","","","Saldo credor a transportar para o período seguinte referente ao ICMS Diferencial de Alíquota da UF de Origem/Destino"
"E310","12","DEB_ESP_DIFAL","float","True","","","","","","","02","N","O","","","Valores recolhidos ou a recolher, extra-apuração - ICMS Diferencial de Alíquota da UF de Origem/Destino."
"E310","13","VL_SLD_CRED_ANT_FCP","float","True","","","","","","","02","N","O","","","Valor do ""Saldo credor de período anterior – FCP"""
"E310","14","VL_TOT_DEB_FCP","float","True","","","","","","","02","N","O","","","Valor total dos débitos FCP por ""Saídas e prestações”"
"E310","15","VL_OUT_DEB_FCP","float","True","","","","","","","02","N","O","","","Valor total dos ajustes ""Outros débitos FCP"" e “Estorno de créditos FCP”"
"E310","16","VL_TOT_CRED_FCP","float","True","","","","","","","02","N","O","","","Valor total dos créditos FCP por Entradas"
"E310","17","VL_OUT_CRED_FCP","float","True","","","","","","","02","N","O","","","Valor total de Ajustes ""Outros créditos FCP"" e “Estorno de débitos FCP”"
"E310","18","VL_SLD_DEV_ANT_FCP","float","True","","","","","","","02","N","O","","","Valor total de Saldo devedor FCP antes das deduções"
"E310","19","VL_DEDUÇÕES_FCP","float","True","","","","","","","02","N","O","","","Valor total das deduções ""FCP"""
"E310","20","VL_RECOL_FCP","float","True","","","","","","","02","N","O","","","Valor recolhido ou a recolher referente ao FCP (18– 19)"
